Vitorias,Derrotas,Numero de apostas,Porcentagem de vitoria,Carteira,0 Gale,1 Gale,2 Gale,3 Gale,4 Gale,5 Gale,6 Gale,7 Gale,8 Gale,Horário
1,0,1,100.0,85.472,0,0,0,0,0,0,0,0,0,00:39:37
